county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate
Kerr County,Texas,9690,18422.053231939164,182,52599,346,0.0187822495481708
Pulaski County,Virginia,7343,21579.92182678461,138,34026,405,0.018793408432610535
Cedar County,Missouri,2922,20363.78841731131,55,14348,383,0.01882272351736059
Andrews County,Texas,3822,20433.039294306334,72,18704,384,0.018838304059699003
Woodson County,Kansas,796,25366.475462077757,15,3137,478,0.018844218738163474
Vinton County,Ohio,2918,22300.343905235004,55,13084,420,0.01884852574199706
Franklin County,Texas,2228,20773.892773892774,42,10724,391,0.018850986586580493
Effingham County,Georgia,10395,16167.413213885779,196,64295,304,0.01885521867383147
Marion County,Illinois,11933,32073.646015320523,225,37204,604,0.01885527512900968
Lincoln County,Mississippi,8324,24372.675899628142,157,34152,459,0.018861124232807256
Miller County,Arkansas,9596,22183.69281272395,181,43256,418,0.018862025647540376
Saginaw County,Michigan,50166,26328.468187615134,947,190538,497,0.018877327235822416
Boone County,Arkansas,9468,25293.86621072879,179,37431,478,0.01890578771751386
Evangeline Parish,Louisiana,8398,25147.477167240602,159,33394,476,0.018933079079148856
Floyd County,Virginia,2587,16426.4397739539,49,15748,311,0.018940857404682744
Butte County,Idaho,475,18290.335001925298,9,2596,346,0.018947364432133806
Ouachita County,Arkansas,5484,23453.938927380037,104,23381,444,0.018964259318667773
Lewis County,Kentucky,4529,34116.760828625236,86,13274,647,0.018988738816764432
Union County,Arkansas,9268,23959.46435034383,176,38681,455,0.01899007316583866
Scott County,Virginia,5845,27102.847074098117,111,21565,514,0.018990589923172114
Brown County,Texas,12056,31840.270441580396,229,37863,604,0.018994691282393072
Washington County,Mississippi,10470,23844.76986494796,199,43908,453,0.0190066855873287
Marion County,South Carolina,8564,27934.89252046841,163,30656,531,0.019033161851551125
Chambers County,Alabama,8508,25584.89204306249,162,33253,487,0.019040902456030767
Kent County,Texas,210,27559.055118110235,4,761,525,0.019047609977328583
Jackson County,West Virginia,6926,24237.122060470323,132,28575,461,0.01905861941873203
Orange County,Indiana,5035,25628.62669245648,96,19645,488,0.01906653388149883
Summers County,West Virginia,2831,22516.503618865823,54,12572,429,0.019074531293729022
Logan County,West Virginia,9747,30441.300477841283,186,32018,580,0.019082794510282195
Crawford County,Ohio,11254,27121.99354123488,215,41493,518,0.019104318294790135
Johnson County,Kentucky,6173,27821.344871101497,118,22187,531,0.01911550268725899
Bronx County,New York,404527,28523.833262704247,7733,1418206,545,0.01911615293438605
Franklin County,Arkansas,3818,21552.356759808074,73,17714,412,0.01911995759245789
Ford County,Illinois,4496,34688.68142890209,86,12960,663,0.019128113453556195
Bolivar County,Mississippi,9354,30540.681729136737,179,30627,584,0.01913619821321148
Wayne County,Michigan,416547,23811.625278747506,7973,1749342,455,0.019140697203643118
Washington Parish,Louisiana,12994,28129.194267653806,249,46193,539,0.019162690325052408
Barry County,Missouri,6625,18511.27441392607,127,35788,354,0.01916981103139908
Knox County,Illinois,12722,25598.100565403733,244,49698,490,0.019179374161457523
Luna County,New Mexico,6725,28364.75599983129,129,23708,544,0.019182155848592477
Darke County,Ohio,12442,24342.14387729149,239,51112,467,0.019209130210503696
Hopewell city,Virginia,6141,27258.20054152426,118,22528,523,0.019215111232452186
Toole County,Montana,1249,26372.466216216217,24,4735,506,0.01921537075937784
Prowers County,Colorado,2654,21804.14065067368,51,12171,419,0.019216276593207363
Vernon Parish,Louisiana,9939,20955.533534335533,191,47428,402,0.01921722487959327
Smyth County,Virginia,8896,29550.890247143238,171,30103,568,0.01922212208608226
Fayette County,Alabama,4986,30585.204269414797,96,16301,588,0.019253910564502395
Douglas County,Oregon,19726,17774.373761038027,380,110979,342,0.019263915546669796
Hawkins County,Tennessee,16663,29343.500158489765,321,56785,565,0.019264238016778262
Big Horn County,Montana,4980,37390.19445904347,96,13318,720,0.019277108046644415
Wheeler County,Texas,1193,23595.727848101265,23,5055,454,0.019279126632093326
Camden County,Missouri,9280,20041.032285930243,179,46304,386,0.019288792895594906
Greer County,Oklahoma,1296,22689.0756302521,25,5711,437,0.019290121968354786
Greene County,Indiana,7205,22570.640937284632,139,31921,435,0.01929215795569524
Wyandot County,Ohio,5441,24990.81388939923,105,21771,482,0.019297922821210754
Forest County,Wisconsin,2694,29920.03553976011,52,9003,577,0.019302152215955742
Northampton County,North Carolina,4351,22332.289688446337,84,19482,431,0.01930590624440574
Wise County,Virginia,10306,27568.680951234517,199,37382,532,0.019309140119259268
Roosevelt County,New Mexico,5023,27151.35135135135,97,18499,524,0.01931116823987322
Calhoun County,Alabama,32453,28566.52436072356,627,113604,551,0.019320247683356707
Monroe County,Missouri,2173,25138.8246182323,42,8643,485,0.019328116920013027
McIntosh County,Oklahoma,4862,24811.185956317615,94,19595,479,0.01933360717125448
Tate County,Mississippi,7396,26114.897072843472,143,28320,504,0.019334775292931646
Cameron County,Texas,105092,24834.874504623513,2032,423162,480,0.01933543940610566
Stonewall County,Texas,362,26814.814814814814,7,1349,518,0.019337011232869825
Miller County,Missouri,6101,23814.356532261216,118,25618,460,0.01934109130730878
Cleburne County,Alabama,3566,23916.83433936955,69,14909,462,0.019349410562271154
Benzie County,Michigan,3514,19779.35382190701,68,17765,382,0.019351166210837614
Pickens County,Alabama,5271,26447.566482689414,102,19929,511,0.019351166394400182
Union County,South Carolina,7750,28371.650314833794,150,27315,549,0.019354838459937566
Marion County,Mississippi,6974,28380.74309201156,135,24572,549,0.019357613717269663
Audrain County,Missouri,5734,22585.47345202458,111,25387,437,0.019358213823540044
Schuylkill County,Pennsylvania,34853,24655.663947820798,675,141358,477,0.019367055865012896
Medina County,Texas,10269,19907.335607940448,199,51583,385,0.01937871244153557
Itawamba County,Mississippi,7430,31765.711842667806,144,23389,615,0.019380888029866917
Pike County,Mississippi,9751,24819.283241702302,189,39287,481,0.01938262722405264
Snyder County,Pennsylvania,8149,20184.78153175468,158,40371,391,0.01938888183349022
Guthrie County,Iowa,2372,22191.037515202544,46,10688,430,0.019392916551732014
Lauderdale County,Mississippi,18898,25494.77234401349,367,74124,495,0.019420044346385626
Hillsdale County,Michigan,10453,22920.73237583598,203,45604,445,0.01942026193991905
Coahoma County,Mississippi,6486,29316.579280419453,126,22123,569,0.01942645668476015
Mitchell County,Iowa,2519,23795.57906669186,49,10585,462,0.019452162784749392
Henry County,Tennessee,8268,25561.910650796104,161,32344,497,0.019472665463562345
Coosa County,Alabama,2977,27918.97214667542,58,10662,543,0.019482700050967413
Union Parish,Louisiana,6928,31337.072552922018,135,22107,610,0.019486142905800478
Morehouse Parish,Louisiana,6871,27623.221034011418,134,24873,538,0.019502255574119404
Live Oak County,Texas,2153,17637.42115179815,42,12206,344,0.01950766281896596
Grant County,Indiana,17684,26888.047560400795,345,65768,524,0.019509160713022163
Larue County,Kentucky,3741,25982.775385470206,73,14397,507,0.019513498542809447
Van Buren County,Iowa,1382,19619.534355479842,27,7043,383,0.01953690162540509
Lake County,Michigan,1893,15970.640344216654,37,11852,312,0.019545693632028863
Claiborne County,Tennessee,9105,28489.627335023,178,31958,556,0.019549697753435503
Belmont County,Ohio,15805,23587.43993075247,309,67005,461,0.01955077494748007
Colonial Heights city,Virginia,4958,28543.465745538284,97,17369,558,0.019564340065261393
Iron County,Missouri,2197,21698.765432098764,43,10124,424,0.019572142941641193
Houston County,Alabama,25800,24366.74788915963,506,105881,477,0.019612403024758127
Quitman County,Mississippi,1579,23247.938751472324,31,6791,456,0.019632677667341503
Russell County,Kansas,1883,27464.994165694283,37,6855,539,0.019649494442406032
Jackson County,Tennessee,3205,27193.28016290514,63,11785,534,0.019656785658134612
Saluda County,South Carolina,3968,19381.62457871343,78,20472,381,0.019657257569121532
Sumter County,Alabama,2594,20873.903597006516,51,12426,410,0.019660754831890715
Wetzel County,West Virginia,4367,28987.719880517754,86,15064,570,0.01969315274345883
Clay County,Mississippi,4974,25750.673017187823,98,19315,507,0.019702452358213662
LaMoure County,North Dakota,1015,25086.505190311418,20,4045,494,0.01970443155621364
Warren County,Mississippi,10250,22586.545029858313,202,45380,445,0.019707316880904227
Mineral County,West Virginia,7914,29455.113890129523,156,26867,580,0.01971190270770909
Columbiana County,Ohio,24651,24195.400606578136,486,101882,477,0.01971522445452426
Wythe County,Virginia,7557,26345.6979500767,149,28683,519,0.019716818582548385
Franklin County,Mississippi,1927,24983.79359522883,38,7712,492,0.019719770642461307
Josephine County,Oregon,16314,18647.341890795204,322,87486,368,0.01973764852434934
Cumberland County,Virginia,1366,13753.523962948046,27,9931,271,0.019765737938086534
Carroll County,Missouri,2226,25648.11614241272,44,8678,507,0.01976639623690942
Tishomingo County,Mississippi,6172,31842.33606768818,122,19382,629,0.019766687949340764
Walworth County,South Dakota,1315,24195.03219871205,26,5434,478,0.019771861614307103
Mecklenburg County,Virginia,6217,20325.62853499853,123,30586,402,0.01978446164091263
Adams County,Mississippi,7224,23536.311211025317,143,30692,465,0.019795127079247965
Cleburne County,Arkansas,6466,25948.07175247803,128,24918,513,0.019795854936655505
Ochiltree County,Texas,2424,24644.16429442863,48,9835,488,0.01980197938110646
Madison County,Indiana,32665,25210.505599333173,647,129568,499,0.019807132956353488
Moore County,Texas,5604,26762.1776504298,111,20939,530,0.019807280160469662
Lemhi County,Idaho,1261,15709.48050330136,25,8026,311,0.019825533717245544
La Salle County,Texas,2421,32194.14893617021,48,7519,638,0.019826517148842742
Carter County,Montana,252,20127.795527156548,5,1251,399,0.019841261967753186
Coshocton County,Ohio,8008,21879.781420765026,159,36599,434,0.019855144607203487
Winston County,Mississippi,5231,29133.94597605124,104,17954,579,0.019881475437173092
Independence County,Arkansas,10639,28126.90019828156,212,37824,560,0.019926684651502165
Lumpkin County,Georgia,6621,19699.49419815531,132,33609,392,0.01993656517238234
Davis County,Iowa,1604,17822.222222222223,32,8999,355,0.01995012344450602
Hutchinson County,Texas,6755,32261.91613334607,135,20937,644,0.019985195855141438
Borden County,Texas,100,15290.51987767584,2,653,306,0.01999998000002
Clay County,Alabama,4099,30970.910464676996,82,13234,619,0.020004878750795832
Monroe County,Mississippi,10997,31195.39316918189,220,35251,624,0.02000545585154628
Covington city,Virginia,1299,23456.121343445287,26,5537,469,0.020015394917983455
Jones County,Texas,4643,23119.055917940546,93,20082,463,0.020030152486966348
Staunton city,Virginia,5737,23010.588801540187,115,24931,461,0.020045319504177803
Montour County,Pennsylvania,4637,25436.094349972573,93,18229,510,0.020056070302866717
St. Clair County,Michigan,41609,26148.132321150268,835,159127,524,0.020067773750708326
Gillespie County,Texas,5426,20105.231954942938,109,26987,403,0.02008846258591112
Indiana County,Pennsylvania,17690,21041.237971762635,356,84072,423,0.02012436393372321
Clark County,Missouri,1590,23392.673238193318,32,6796,470,0.02012578489774938
Kleberg County,Texas,7304,23807.040417209908,147,30679,479,0.020125958103423356
Garrett County,Maryland,5760,19852.485007237883,116,29013,399,0.02013888853925541
Chautauqua County,Kansas,844,25969.23076923077,17,3249,523,0.020142177708272785
Mahoning County,Ohio,54021,23622.65669070285,1089,228682,476,0.020158827085468935
Wyoming County,Pennsylvania,5257,19620.06419347615,106,26793,395,0.02016359101838328
Gray County,Texas,6195,28305.766243260532,125,21885,571,0.020177562224736687
Giles County,Tennessee,9412,31944.067336410535,190,29463,644,0.020186995110635413
Moody County,South Dakota,1386,21076.642335766424,28,6575,425,0.020202018744443093
Refugio County,Texas,1781,25633.27576280944,36,6947,518,0.020213362144112176
Daviess County,Indiana,7469,22395.13058079218,151,33350,452,0.020216896234878882
Owen County,Indiana,5835,28054.233376604643,118,20798,567,0.020222793140997546
Starke County,Indiana,4746,20639.269406392694,96,22994,417,0.02022755962436663
Cumberland County,Tennessee,16112,26622.604097818905,326,60519,538,0.02023336630937583
Wells County,Indiana,6523,23052.728300819905,132,28295,466,0.020236087379486626
Gladwin County,Michigan,5632,22130.535580965854,114,25448,447,0.020241476913326048
Lee County,Arkansas,2912,32877.9496443491,59,8856,666,0.02026098831521331
Lapeer County,Michigan,20598,23511.819831748606,418,87606,477,0.020293232254135197
Shenandoah County,Virginia,10936,25073.36757153338,222,43615,508,0.020299926661485675
Carter County,Tennessee,16491,29244.028302388677,335,56390,594,0.020314110603880234
Aitkin County,Minnesota,3049,19193.000125897015,62,15885,390,0.020334535246489496
Hood County,Texas,13472,21854.874032736887,274,61642,444,0.020338479659007723
Union County,New Mexico,786,19364.375461936437,16,4058,394,0.020356231506840777
Pickett County,Tennessee,1768,35023.77179080824,36,5047,713,0.02036198979852999
Missaukee County,Michigan,2946,19486.704590554305,60,15117,396,0.02036659808667352
Catahoula Parish,Louisiana,2700,28439.014114177375,55,9493,579,0.020370369615912234
Benton County,Tennessee,4515,27939.356435643567,92,16159,569,0.02037652225079685
Kit Carson County,Colorado,1619,22812.45596731013,33,7096,465,0.020382951180793626
DeKalb County,Missouri,2204,17565.952020403285,45,12546,358,0.020417421941133305
Ferry County,Washington,1420,18618.06739215943,29,7626,380,0.020422533773061004
Tallapoosa County,Alabama,11445,28352.367032477025,234,40366,579,0.020445609257792843
Grayson County,Virginia,4059,26102.89389067524,83,15549,533,0.020448385798265932
Castro County,Texas,2297,30504.648074369186,47,7529,624,0.020461470593754
Brooke County,West Virginia,5082,23164.22808696841,104,21938,474,0.020464383698064074
Phillips County,Arkansas,4829,27156.675289618714,99,17781,556,0.020501138527621896
Arenac County,Michigan,3267,21951.219512195123,67,14882,450,0.02050811078946707
Clayton County,Iowa,3510,20001.139666077837,72,17548,410,0.020512819928409688
Duval County,Texas,3412,30581.697588957606,70,11156,627,0.02051582589344004
Bartow County,Georgia,21769,20205.498524197592,447,107737,414,0.020533786482917052
Decatur County,Indiana,7061,26586.091343800595,145,26558,545,0.020535334647566426
O'Brien County,Iowa,3457,25136.33389078746,71,13752,516,0.020538038167832277
Massac County,Illinois,3887,28223.93261690386,80,13771,580,0.02058142473420569
Blair County,Pennsylvania,29924,24562.29633338532,616,121828,505,0.02058548315537534
Aransas County,Texas,4177,17766.90769885155,86,23509,365,0.020588938937300957
Lincoln County,Wisconsin,7188,26050.08516652774,148,27592,536,0.020589871722455876
McLean County,Kentucky,2622,28478.331704138156,54,9206,586,0.020594964889589437
Schley County,Georgia,534,10157.8847251284,11,5256,209,0.020599247078792682
Milam County,Texas,4950,19941.183579744593,102,24822,410,0.02060606018977656
Murray County,Georgia,9116,22735.43495610535,188,40095,468,0.020623080072146995
Webster County,Mississippi,3388,34967.48890494375,70,9688,722,0.020661156414959962
Hamilton County,Iowa,3481,23563.2572937115,72,14772,487,0.02068371098294424
Torrance County,New Mexico,2707,17508.56995019727,56,15460,362,0.020687106734868607
Stone County,Missouri,5784,18102.153229844767,120,31951,375,0.02074688760811052
Tuscola County,Michigan,13350,25552.68446741315,277,52244,530,0.02074906351498829
Perkins County,Nebraska,530,18332.756831546176,11,2890,380,0.020754713065148478
Fulton County,Indiana,4914,24601.982577350554,102,19973,510,0.02075702033461497
Northumberland County,Virginia,2216,18321.620504340637,46,12094,380,0.02075812180694396
Allamakee County,Iowa,2890,21114.92657266019,60,13686,438,0.020761244956358303
Hutchinson County,South Dakota,1733,23769.03031134275,36,7290,493,0.020773224421625828
Hockley County,Texas,7750,33664.914643151904,161,23020,699,0.02077419328033299
Hardin County,Texas,12078,20968.021943682514,251,57601,435,0.020781586183295363
Nacogdoches County,Texas,12413,19037.175633396724,258,65203,395,0.020784661074803343
Marengo County,Alabama,5196,27545.989503260353,108,18862,572,0.020785218999514646
Polk County,Georgia,9283,21784.431980850914,193,42612,452,0.02079069244004425
Cherokee County,Iowa,2981,26533.155318202047,62,11234,551,0.020798389104381445
Stillwater County,Montana,1538,15951.047500518564,32,9641,331,0.02080624051975029
Lawrence County,Alabama,7682,23332.523387194753,160,32923,485,0.020827909127467986
Wichita County,Texas,32569,24630.567949784465,679,132229,513,0.02084804562360513
Perry County,Pennsylvania,8873,19175.743430152143,185,46271,399,0.020849768727039687
Hancock County,West Virginia,6809,23634.154807358555,142,28809,492,0.020854750758485082
Wright County,Missouri,3834,20963.420635354585,80,18288,437,0.020865935814659994
Scurry County,Texas,4983,29832.96413817877,104,16702,622,0.020870960849468975
Kiowa County,Oklahoma,1964,22553.973357831877,41,8707,470,0.020875762684533467
Matagorda County,Texas,8374,22852.932347242313,175,36642,477,0.020898017424193727
Gonzales County,Texas,4736,22728.7997312473,99,20836,475,0.020903715774837083
Ballard County,Kentucky,1387,17583.67139959432,29,7887,367,0.020908433964784864
Fairfax city,Virginia,2056,8559.890087014448,43,24018,179,0.02091439586992238
St. Mary Parish,Louisiana,12526,25382.994244954203,262,49347,530,0.020916493526133693
Mason County,Kentucky,5017,29390.743995313416,105,17069,615,0.020928841520254305
Gogebic County,Michigan,3296,23584.973166368512,69,13974,493,0.02093446538426986
Rockdale County,Georgia,15331,16866.52878014434,321,90895,353,0.020937968684769628
Allegany County,Maryland,17289,24552.658486707565,362,70415,514,0.020938168656728734
Cambria County,Pennsylvania,34936,26834.214083814673,732,130191,562,0.020952598978267123
Stoddard County,Missouri,6103,21026.701119724374,128,29024,441,0.020973291480037827
Ashtabula County,Ohio,20537,21119.69231085653,431,97240,443,0.020986512046615804
Perry County,Mississippi,3048,25457.278877474317,64,11972,534,0.020997374639193746
Kimble County,Texas,714,16462.992852201984,15,4336,345,0.02100840041899154
Nevada County,Arkansas,2188,26514.784294716435,46,8251,557,0.021023765035476916
Bonner County,Idaho,8941,19547.869433087737,188,45738,411,0.02102673055556727
Carroll County,Mississippi,2565,25786.66934754197,54,9946,542,0.021052630758182034
Lawrence County,Missouri,7786,20299.830530569678,164,38354,427,0.021063446942416554
Adams County,Ohio,7022,25352.010975521698,148,27697,534,0.021076616048467445
Attala County,Mississippi,5361,29498.18421921426,113,18173,621,0.021078156667074115
Val Verde County,Texas,14368,29307.496175420703,303,49024,618,0.021088529920040858
Mercer County,Pennsylvania,23612,21578.44714139494,498,109423,455,0.02109097060354493
Comanche County,Texas,3698,27121.378804547123,78,13634,572,0.021092481852555925
Aurora County,South Dakota,805,29262.086513994913,17,2750,618,0.021118009799004994
Lincoln County,Kentucky,6487,26424.701617173814,137,24548,558,0.021119161074161227
McPherson County,South Dakota,426,17906.683480453972,9,2378,378,0.021126755604047982
Venango County,Pennsylvania,11406,22511.24970395516,241,50667,475,0.02112923004445704
Freestone County,Texas,3880,19678.450068468832,82,19716,415,0.021134020073865462
Kent County,Maryland,3119,16059.108227782926,66,19421,339,0.021160627728097858
Osborne County,Kansas,803,23472.66881028939,17,3420,497,0.021170607575266804
Preble County,Ohio,9494,23222.934298713368,201,40881,491,0.021171265839780223
Amite County,Mississippi,3259,26502.398959095714,69,12296,561,0.0211721380431992
Park County,Wyoming,6801,23295.8827156265,144,29193,493,0.02117335654795829
Bandera County,Texas,3636,15732.087227414331,77,23111,333,0.021177117129342213
Chariton County,Missouri,1699,22879.073525451116,36,7425,484,0.02118893342030998
Texas County,Missouri,4719,18580.20316560359,100,25397,393,0.021190929832783856
Simpson County,Mississippi,7026,26356.065721359442,149,26657,558,0.02120694532867997
Smith County,Texas,45581,19583.58932936915,968,232750,415,0.021236918845051845
Monroe County,Kentucky,3624,34028.16901408451,77,10649,723,0.02124724003180905
Fayette County,Indiana,6871,29742.013678469397,146,23101,632,0.02124872622254801
Phillips County,Colorado,894,20961.31301289566,19,4264,445,0.02125279404331163
Stark County,Ohio,80794,21800.510515210222,1718,370605,463,0.02126395521788257
Adams County,Idaho,704,16394.969725197952,15,4293,349,0.02130681515528194
Hand County,South Dakota,562,17612.033845189595,12,3190,376,0.021352309367916482
Hill County,Texas,8991,24532.729405986523,192,36648,523,0.02135468778384287
Bowie County,Texas,20222,21686.953724060273,432,93244,463,0.021362872013832104
Claiborne County,Mississippi,2152,23943.03515798843,46,8987,511,0.02137546369073124
Bay County,Michigan,27496,26662.52933304889,588,103125,570,0.021384928639129587
Houston County,Georgia,23374,14806.509441731121,500,157862,316,0.021391289375411612
Nottoway County,Virginia,4300,28230.04201680672,92,15231,604,0.021395348339643062
Rusk County,Texas,10870,19979.414035216705,233,54405,428,0.021435142397100808
Henderson County,Illinois,1166,17544.38760156485,25,6645,376,0.021440821488780317
Platte County,Wyoming,1911,22768.974145120934,41,8392,488,0.02145473461775329
Garfield County,Utah,466,9225.895862205503,10,5050,198,0.021459222862827712
Gem County,Idaho,3681,20323.542402826854,79,18111,436,0.021461558775833774
Crook County,Wyoming,1351,17813.81856540084,29,7583,382,0.021465579462207295
Cheyenne County,Kansas,652,24538.953707188557,14,2656,527,0.021472389344725562
Huntingdon County,Pennsylvania,11594,25682.261208576998,249,45143,551,0.02147662565571308
Stark County,Illinois,1536,28753.275926619244,33,5341,617,0.02148437360127776
Fayette County,Pennsylvania,31332,24236.892182496093,674,129273,521,0.021511553614478637
Humboldt County,Nevada,2508,14901.075396589627,54,16830,320,0.021531099619972103
Martin County,Texas,1207,20914.919424709755,26,5770,450,0.0215410089858319
Benton County,Mississippi,2274,27533.59970940792,49,8258,593,0.021547932209853463
Page County,Virginia,5660,23680.026776002007,122,23901,510,0.021554769937194875
Vernon County,Missouri,5051,24563.536448961728,109,20562,530,0.02157988474401337
Fall River County,South Dakota,1807,26917.920452852675,39,6712,581,0.021582732618553813
Reynolds County,Missouri,1158,18468.899521531097,25,6269,398,0.021588944595082506
Chicot County,Arkansas,2778,27456.01897608223,60,10117,593,0.02159827136075337
Laclede County,Missouri,8102,22680.066063880415,175,35722,489,0.02159960476919767
Upton County,Texas,833,22778.233524747062,18,3656,492,0.02160864086330842
Jefferson County,Ohio,14900,22809.031764255644,322,65324,492,0.02161073810999505
Sunflower County,Mississippi,5773,22990.84030266826,125,25109,497,0.02165251997830383
Somerset County,Pennsylvania,18829,25636.17302272387,408,73446,555,0.021668702418244715
Valley County,Montana,1705,23053.00162249865,37,7395,500,0.021700878492617096
Franklin city,Virginia,2395,30061.50370277394,52,7966,652,0.021711898884680628
Hardin County,Illinois,1059,27715.257785919915,23,3820,602,0.021718600404287025
Sanders County,Montana,2164,17865.10360769421,47,12112,388,0.02171903781335315
Roberts County,South Dakota,2436,23436.598037329226,53,10393,509,0.02175697776038679
Bamberg County,South Carolina,3446,24498.791411915256,75,14065,533,0.021764363848973768
Warren County,Illinois,4089,24275.70648302066,89,16843,528,0.021765712355937578
Hall County,Texas,1102,37179.48717948718,24,2963,809,0.021778582415736623
Gila County,Arizona,17398,32207.78259098819,379,54017,701,0.02178411299123972
Lawrence County,Indiana,11840,26096.539563588274,258,45369,568,0.021790540356498817
Calhoun County,South Carolina,2799,19233.147804576376,61,14552,419,0.021793496899124798
Henry County,Virginia,12205,24141.068496944044,266,50556,526,0.021794346400701794
Dolores County,Colorado,367,17858.88077858881,8,2054,389,0.0217983591830084
Clay County,Tennessee,2293,30111.621799080764,50,7614,656,0.02180549403377697
Walthall County,Mississippi,3622,25353.492930141398,79,14285,553,0.021811153456345846
Cherokee County,South Carolina,14761,25760.907504363004,322,57299,561,0.021814240079843915
Buena Vista city,Virginia,2017,31136.153133683234,44,6477,679,0.02181457502158775
Crittenden County,Kentucky,2292,26027.708380649558,50,8805,567,0.02181500777421432
Victoria County,Texas,18919,20545.37161721906,413,92083,448,0.021829906327871944
Garland County,Arkansas,23359,23503.310325397943,510,99385,513,0.02183312632461524
Palo Pinto County,Texas,7052,24159.786220836617,154,29188,527,0.021837776207632213
Cheboygan County,Michigan,4760,18832.093685709766,104,25275,411,0.021848739036791194
Harris County,Georgia,5170,14672.494040186173,113,35235,320,0.021856866114954233
Sanilac County,Michigan,8827,21440.369200874422,193,41169,468,0.021864732957236514
Lawrence County,Pennsylvania,19109,22346.571241463185,418,85511,488,0.021874509279007224
Macon County,Alabama,3885,21502.103165818018,85,18067,470,0.021879021315855306
Prairie County,Arkansas,1965,24373.604564624162,43,8061,533,0.02188295054030786
Garza County,Texas,1279,20532.990849253492,28,6228,449,0.021892101493971736
Fayette County,Texas,4796,18922.117888424207,105,25345,414,0.021893243913818933
Van Wert County,Ohio,6755,23890.362511052164,148,28274,523,0.02190969619674765
Carroll County,Virginia,6747,22647.779530730757,148,29790,496,0.021935674789748408
Kemper County,Mississippi,2187,22449.189078218023,48,9741,492,0.021947872796164936
Emmet County,Iowa,2365,25684.187662901826,52,9207,564,0.021987314080874665
Parmer County,Texas,2363,24601.769911504427,52,9604,541,0.022005923740756505
Halifax County,Virginia,7217,21282.17982365604,159,33910,468,0.02203131464554088
Potter County,Texas,29390,25030.873397777115,648,117414,551,0.02204831567863792
Bath County,Virginia,906,21847.118398842536,20,4146,482,0.02207505275109793
Wayne County,Missouri,2400,18643.672803542297,53,12872,411,0.02208333241319448
Phillips County,Kansas,1358,25945.739396255256,30,5233,573,0.022091309124351317
Blackford County,Indiana,3122,26552.13471678857,69,11757,586,0.022101216460563212
Hardin County,Ohio,7138,22757.851107922845,158,31364,503,0.022135051525146377
Liberty County,Texas,18210,20641.81185458915,404,88218,457,0.022185612179101526
Lipscomb County,Texas,720,22270.337148159604,16,3232,495,0.022222219135802898
Glynn County,Georgia,18215,21356.047460488673,405,85291,474,0.02223442205745582
Lee County,South Carolina,4272,25386.260993582124,95,16827,564,0.022237827194807415
Metcalfe County,Kentucky,2875,28547.314070102275,64,10070,635,0.0222608687909263
Fergus County,Montana,2515,22760.18099547511,56,11049,506,0.02226640070511329
Armstrong County,Pennsylvania,15397,23784.660539121032,343,64734,529,0.022277066816411856
Rush County,Kansas,808,26613.965744400524,18,3035,593,0.02227722496568998
Calhoun County,Georgia,987,15947.6490547746,22,6188,355,0.02228976471228321
Mifflin County,Pennsylvania,12348,26763.188694785207,276,46137,598,0.022351797680986416
Hale County,Alabama,4741,32359.56589993857,106,14650,723,0.022358151816955243
Trumbull County,Ohio,42078,21254.30612100579,941,197973,475,0.022363230138401944
Clay County,Arkansas,4154,28547.866126039447,93,14550,639,0.0223880591625407
Perry County,Alabama,2096,23489.85767118682,47,8922,526,0.02242366305230615
Caldwell County,Missouri,1694,18780.48780487805,38,9019,421,0.02243211201699457
Sedgwick County,Colorado,490,21797.153024911033,11,2247,489,0.022448975010413263
Fentress County,Tennessee,5699,30767.154348647626,128,18522,691,0.022460080321809434
Gordon County,Georgia,12017,20732.191225436916,270,57962,465,0.02246816990539927
Maverick County,Texas,20872,35543.74850992814,469,58721,798,0.022470295024576967
Delta County,Colorado,6227,19982.671202105128,140,31161,449,0.022482736109157922
Donley County,Texas,1153,35173.8865161684,26,3277,793,0.022549867948840594
Roosevelt County,Montana,3279,29798.25517993457,74,11003,672,0.022567855365420695
Searcy County,Arkansas,2126,26976.27204669458,48,7880,609,0.022577609474242262
Floyd County,Georgia,23027,23378.139657658023,520,98497,527,0.02258218603125815
Jefferson Davis Parish,Louisiana,6942,22130.83397092578,157,31367,500,0.022615960492423502
Etowah County,Alabama,28779,28140.767395470724,651,102267,636,0.0226206608199706
Sharp County,Arkansas,4640,26602.453847035893,105,17441,602,0.022629309857126943
McKinley County,New Mexico,26007,36441.21232502417,589,71366,825,0.02264774859596359
Wapello County,Iowa,9003,25745.660442105866,204,34968,583,0.022659113377106372
Humphreys County,Mississippi,2030,25173.61111111111,46,8063,570,0.02266009740590653
Charles City County,Virginia,1191,17104.696251615682,27,6962,387,0.02267002328547244
Ripley County,Missouri,2690,20243.829018663455,61,13287,459,0.02267657908265505
Harrison County,Ohio,3263,21695.478723404256,74,15039,492,0.022678516007400673
Neshoba County,Mississippi,10622,36479.15378803489,241,29117,827,0.022688758965460753
Amelia County,Virginia,2683,20410.802586534803,61,13144,464,0.022735742723229865
Lanier County,Georgia,1099,10543.989254533244,25,10422,239,0.0227479506143812
Houston County,Tennessee,2678,32654.55432264358,61,8200,743,0.022778191830538017
Rosebud County,Montana,2633,29461.788072059975,60,8936,671,0.022787693779426743
